File Name,Expected Code Smells
smellbench-dataset/main/java/parallelhierarchy/case3/PIHGE3.java,[]
smellbench-dataset/main/java/primobsession/case1/POBE1.java,"['Primitive Obsession', 'Large Class', 'Divergent Change']"
smellbench-dataset/main/java/primobsession/case1/POGE1.java,"['Data Class', 'Feature Envy']"
smellbench-dataset/main/java/primobsession/case2/POBE2.java,"['Primitive Obsession', 'Switch Statements', 'Divergent Change']"
smellbench-dataset/main/java/primobsession/case2/POGE2.java,[]
smellbench-dataset/main/java/primobsession/case3/POBE3.java,['Primitive Obsession']
smellbench-dataset/main/java/primobsession/case3/POGE3.java,['Primitive Obsession']
smellbench-dataset/main/java/primobsession/case4/POBE4.java,['Primitive Obsession']
smellbench-dataset/main/java/primobsession/case4/POGE4.java,[]
smellbench-dataset/main/java/primobsession/case5/POBE5.java,['Primitive Obsession']
smellbench-dataset/main/java/refusedbequest/case1/RBBE1.java,"['Refused Bequest', 'Temporary Field', 'Divergent Change']"
smellbench-dataset/main/java/refusedbequest/case1/RBGE1.java,"['Temporary Field', 'Middle Man', 'Divergent Change']"
smellbench-dataset/main/java/refusedbequest/case2/RBBE2.java,['Refused Bequest']
smellbench-dataset/main/java/refusedbequest/case2/RBGE2.java,[]
smellbench-dataset/main/java/refusedbequest/case3/RBBE3.java,"['Refused Bequest', 'Long Parameter List', 'Divergent Change']"
smellbench-dataset/main/java/refusedbequest/case3/RBGE3.java,"['Long Parameter List', 'Divergent Change']"
smellbench-dataset/main/java/refusedbequest/case4/RBBE4.java,['Refused Bequest']
smellbench-dataset/main/java/refusedbequest/case4/RBGE4.java,[]
smellbench-dataset/main/java/shotgun/case1/SSBE1.java,"['Shotgun Surgery', 'Switch Statements', 'Alternative Classes with Different Interfaces']"
smellbench-dataset/main/java/shotgun/case1/SSGE1.java,"['Switch Statements', 'Middle Man', 'Alternative Classes with Different Interfaces']"
smellbench-dataset/main/java/shotgun/case2/SSBE2.java,['Shotgun Surgery']
smellbench-dataset/main/java/shotgun/case2/SSGE2.java,[]
smellbench-dataset/main/java/shotgun/case3/SSBE3.java,"['Shotgun Surgery', 'Feature Envy', 'Primitive Obsession', 'Divergent Change', 'Data Clumps']"
smellbench-dataset/main/java/shotgun/case3/SSGE3.java,"['Primitive Obsession', 'Data Clumps', 'Divergent Change']"
smellbench-dataset/main/java/specgen/case1/SGBE1.java,['Divergent Change']
smellbench-dataset/main/java/specgen/case1/SGGE1.java,['Divergent Change']
smellbench-dataset/main/java/specgen/case2/SGBE2.java,"['Switch Statements', 'Divergent Change']"
smellbench-dataset/main/java/specgen/case2/SGGE2.java,"['Switch Statements', 'Divergent Change']"
smellbench-dataset/main/java/specgen/case3/SGBE3.java,"['Refused Bequest', 'Comments']"
smellbench-dataset/main/java/specgen/case3/SGGE3.java,[]
smellbench-dataset/main/java/switchstmts/case1/SWSBE1.java,['Switch Statements']
smellbench-dataset/main/java/switchstmts/case1/SWSGE1.java,[]
smellbench-dataset/main/java/switchstmts/case2/SWSBE2.java,"['Switch Statements', 'Divergent Change']"
smellbench-dataset/main/java/switchstmts/case2/SWSGE2.java,[]
smellbench-dataset/main/java/switchstmts/case3/SWSBE3.java,"['Switch Statements', 'Long Method', 'Feature Envy']"
smellbench-dataset/main/java/switchstmts/case3/SWSGE3.java,['Feature Envy']
smellbench-dataset/main/java/switchstmts/case4/SWSBE4.java,"['Switch Statements', 'Long Method', 'Divergent Change']"
smellbench-dataset/main/java/switchstmts/case4/SWSGE4.java,[]
smellbench-dataset/main/java/tempfield/case1/TFBE1.java,[]
smellbench-dataset/main/java/tempfield/case1/TFGE1.java,[]
smellbench-dataset/main/java/tempfield/case2/TFBE2.java,"['Temporary Field', 'Divergent Change']"
smellbench-dataset/main/java/tempfield/case2/TFGE2.java,['Divergent Change']
smellbench-dataset/main/java/tempfield/case3/TFBE3.java,"['Temporary Field', 'Long Method']"
smellbench-dataset/main/java/tempfield/case3/TFGE3.java,['Long Method']
